"name","screen_name","text","polarity","subjectivity","label"
"CHERAKULA YUGESH","YUGESHBABU14","RT @NITIAayog: NITI CEO @amitabhk87 interacts with Ministries, Industries, Academia to deliberate on the use of Artificial Intelligence for…","-0.60","1.00","NEGATIVE"
"Pankaj Pachauri","PankajPachauri","Tragedy at #Gorakhpur hospital puts a big question mark on @NITIAayog 's PPP model on public health services. Needs attention to detail.","0.00","0.08","NEGATIVE"
"EndTB 2025","EndTB2025","#TB status justifies 2 invest more in pvt. @NITIAayog also says. Larger Q is how 2 improve th said 'weak public hea… https://t.co/qP8NyMqFmf","0.03","0.42","POSITIVE"
"Deepak","linkdeepak","@HTPunjab @htTweets I am man and its prevalent in  us to chase down girls. There is  no gender sensitistaion progra… https://t.co/wyO0XYaSM7","-0.16","0.29","NEGATIVE"
"Dee B","deebee52","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Just know that they see u as a half-wit Saudi… https://t.co/qMSlEt3OBM","0.00","0.00","NEGATIVE"
"Amit Phansalkar","asuph","RT @netshrink: I wish the @NITIAayog took up the job of preparing a National suicide Prevention Strategy. Most countries have 1. India does…","0.50","0.50","POSITIVE"
"Sri Aiyer RS","SriAiyerRS2","@1986anilshukla @madhukishwar @NewsBharati @PMOIndia @NITIAayog ""Minority"" meaning Muslims in India is a silly joke… https://t.co/RzrXCZTBAX","-0.50","0.88","NEGATIVE"
"Sayali Mahashur","SayaliM","RT @netshrink: I wish the @NITIAayog took up the job of preparing a National suicide Prevention Strategy. Most countries have 1. India does…","0.50","0.50","POSITIVE"
"Rajesh Pantula","pantularajesh","RT @rk_misra: At world's largest Cycle Plant in Ludhiana-It started hiring women 1 yr ago. Women productivity is 25% higher than men @NITIA…","0.25","0.50","POSITIVE"
"Tony Matkovich","MatkovichTony","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Why is this goofy fucking dingbat there","-0.05","0.90","NEGATIVE"
"Beatrice Hazelett","BeatriceHazele2","@safeagain1 @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog This illegitimate woman, with no r… https://t.co/BW6PbELmx4","0.00","0.00","NEGATIVE"
"Tarak Ram TS","TRKram","@NITIAayog 's draft National Energy policy through the eyes of Public Health  https://t.co/wic93zo68C","0.00","0.07","NEGATIVE"
"Inside Palin's Drink","I_See_Russia","@Bigfivecat1 @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog She just takes photo ops.","0.00","0.00","NEGATIVE"
"Inside Palin's Drink","I_See_Russia","RT @Sparklebroom: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog https://t.co/jvTVKrwbtD

Here she laughs when her da…","0.00","0.00","NEGATIVE"
"Inside Palin's Drink","I_See_Russia","RT @audocity21: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog No Tea with the Queen? https://t.co/fSRbNaWac1","0.00","0.00","NEGATIVE"
"Inside Palin's Drink","I_See_Russia","RT @safeagain1: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Indian Diplomat calls out Ivanka on visit.  They don't…","0.00","0.00","NEGATIVE"
"Inside Palin's Drink","I_See_Russia","RT @KnowYourObama: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Making $ off the presidency is unethical https://t.…","0.00","0.00","NEGATIVE"
"Inside Palin's Drink","I_See_Russia","RT @cmerry: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Who is your backup plan? The USA hopes this crime family w…","0.00","0.00","NEGATIVE"
"Inside Palin's Drink","I_See_Russia","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog She's a disgusting person.","-1.00","1.00","NEGATIVE"
"VasudevaSarma Sutram","Svasudevasarma","RT @tGELF: Finding solutions for the 1 bil people of India, means finding solutions for the world @amitabhk87 @NITIAayog https://t.co/0noZb…","0.00","0.00","NEGATIVE"
"Beatrice Hazelett","BeatriceHazele2","RT @LBmarkella: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Pardon me India, she is not qualified or fit. #nepotism","0.40","0.40","POSITIVE"
"Beatrice Hazelett","BeatriceHazele2","RT @Sparklebroom: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog https://t.co/jvTVKrwbtD

Here she laughs when her da…","0.00","0.00","NEGATIVE"
"Chabbir Mahammad Ali","cmcm0522","RT @NITIAayog: After rigorous competition, NITI selects UP, Assam &amp; K'taka to transform their #Health sector in 3 years! #SATH #Competitive…","0.00","0.00","NEGATIVE"
"pankaj shubhra","pankajshubhra","RT @r_puskur: The spectre of #inequality in #India @NITIAayog @arvindpadhee @sathyafarmer @Nafeesmeah @RiceResearch @GEAG_India @RGMVP @agu…","0.00","0.00","NEGATIVE"
"Beatrice Hazelett","BeatriceHazele2","@translatorbali @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog She's trying, but her words ar… https://t.co/iCqZkvegEy","0.00","0.00","NEGATIVE"
"soumitra pathare","netshrink","I wish the @NITIAayog took up the job of preparing a National suicide Prevention Strategy. Most countries have 1. I… https://t.co/rO3RGGavLH","0.50","0.50","POSITIVE"
"Nirvan Jain","NirvanVJain001","@NITIAayog @narendramodi @mygovindia @amitabhk87 Army Canteen should sell price on original price &amp; DBT for subsidy subject to original bill","0.19","0.61","POSITIVE"
"Beatrice Hazelett","BeatriceHazele2","@tays_fan @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog @PeggyMercer @perry46_Shirley… https://t.co/Axj23CuO0Y","0.00","0.00","NEGATIVE"
"Beatrice Hazelett","BeatriceHazele2","@PeggyMercer @tays_fan @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog @perry46_Shirley… https://t.co/W5bJYVWMOI","0.00","0.00","NEGATIVE"
"Elvis","Elvis88697556","@PeggyMercer @tays_fan @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog @perry46_Shirley… https://t.co/2BKwYjugRe","0.00","0.00","NEGATIVE"
"Viveka Roychowdhury","Viveka_Roy","RT @rsmetacek: @PFCD_India @NITIAayog @shivanigupta07 @KennethThorpe @SPAGAsia @TheEconomist @healthICRIER @Apothecurry @NHP_INDIA @Viveka_…","0.00","0.00","NEGATIVE"
"David CIH, CSP","DavidCIHCSP","@AnthonyTEllison @walrus40 @USAndIndia @StateDept @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Recycle, reuse","0.00","0.00","NEGATIVE"
"Beatrice Hazelett","BeatriceHazele2","@tays_fan @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Something is wrong with you. This wo… https://t.co/Oa1B8NNhIP","-0.50","0.90","NEGATIVE"
"Beatrice Hazelett","BeatriceHazele2","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Why is Ivanka leading anything? She was not el… https://t.co/xE0LDcBEjW","0.00","0.00","NEGATIVE"
"Elvis","Elvis88697556","@SesameTweet3 @Suzyqube @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Sesame,Suzy 😎 The wise… https://t.co/TOBwKwikCa","0.00","0.00","NEGATIVE"
"Sine Nomine","Sinenomine20","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Thankfully we have a true entrepreneur leading… https://t.co/Sv8GPVGN9m","0.35","0.65","POSITIVE"
"RGMVP","RGMVP","RT @r_puskur: The spectre of #inequality in #India @NITIAayog @arvindpadhee @sathyafarmer @Nafeesmeah @RiceResearch @GEAG_India @RGMVP @agu…","0.00","0.00","NEGATIVE"
"nandita mishra","mishranandita6","RT @NITIAayog: NITI CEO @amitabhk87 interacts w/ Civil Society Organizations working on ground to enable gender equality by empowering wome…","0.00","0.00","NEGATIVE"
"mikeunlikely","mikeunlikely","RT @ZMadon: So when shit hits the fan, ""western medicine"" saves the day. Where's your gaumutra &amp; your @NITIAayog woo now? https://t.co/JNs4…","-0.10","0.40","NEGATIVE"
"Sangeetha Delampady","sanguine01chan","RT @ZMadon: So when shit hits the fan, ""western medicine"" saves the day. Where's your gaumutra &amp; your @NITIAayog woo now? https://t.co/JNs4…","-0.10","0.40","NEGATIVE"
"Anthony Ellison","AnthonyTEllison","@walrus40 @DavidCIHCSP @USAndIndia @StateDept @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Cool memes,… https://t.co/iEZJfikRo6","0.35","0.65","POSITIVE"
"cmerry","cmerry","@hilde_w @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog No they're goners 😂😎👍🏼","0.00","0.00","NEGATIVE"
"Hilde W","hilde_w","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Wow, America sure supports a lot of crappy peo… https://t.co/6U7En7b5cl","0.30","0.94","POSITIVE"
"Hilde W","hilde_w","@cmerry @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog I hope and,PRAY they stay a very long time","-0.07","0.52","NEGATIVE"
"Hilde W","hilde_w","@Suzyqube @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Shame on you.","0.00","0.00","NEGATIVE"
"김석철","kimsokchul","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Safety","0.00","0.00","NEGATIVE"
"KRK Mohan","krk_mohan","RT @rk_misra: At world's largest Cycle Plant in Ludhiana-It started hiring women 1 yr ago. Women productivity is 25% higher than men @NITIA…","0.25","0.50","POSITIVE"
"Ranjitha Puskur","r_puskur","The spectre of #inequality in #India @NITIAayog @arvindpadhee @sathyafarmer @Nafeesmeah @RiceResearch @GEAG_India… https://t.co/9kKgpAF20j","0.00","0.00","NEGATIVE"
"Thayer Berlyn","ThayerBerlyn","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog ""We regard Ivanka Trump the way we do half-wit… https://t.co/C3BdzalkyL","0.00","0.00","NEGATIVE"
"TP","Tweetputtar","RT @tGELF: Finding solutions for the 1 bil people of India, means finding solutions for the world @amitabhk87 @NITIAayog https://t.co/0noZb…","0.00","0.00","NEGATIVE"
"K.D.P Singh","KDPSingh","@DrAnkitAryaBJP @narendramodi @AjayTamtaBJP @AmitShah @JPNadda @shivprakashbjp @satpalmaharaj @BJP4UK @BJP4India… https://t.co/iGuNUqpknZ","0.00","0.00","NEGATIVE"
"human67","IAMHUMAN67","@USAmbIndia @StateDept @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog THE IDIOT DAUGHTER... NEPOTISM MUCH… https://t.co/CCf5DGTdP8","-0.80","0.80","NEGATIVE"
"Dasuma","dasuma_es","RT @NITIAayog: NITI CEO @amitabhk87 interacts with Ministries, Industries, Academia to deliberate on the use of Artificial Intelligence for…","-0.60","1.00","NEGATIVE"
"Mrs. Crystina Dillon","crystina_dillon","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Your a bag of BS Iva that's all you are-YOU do… https://t.co/MeMaICGzDi","0.00","0.00","NEGATIVE"
"Mrs. Crystina Dillon","crystina_dillon","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog You don't even use your proper name you haven'… https://t.co/CGnBMlQfsD","0.00","0.10","NEGATIVE"
"Frannie","peppinajoe","@USAndIndia @StateDept @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog IVANKA LOOKS LIKE A SLUT, AT LEAST… https://t.co/P8tWf9dkIU","0.00","0.00","NEGATIVE"
"Shirley Burns Perry","perry46_Shirley","RT @tays_fan: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Perhaps, because like my #idol #TaylorSwift, #IvankaTrum…","0.00","0.00","NEGATIVE"
"Shirley Burns Perry","perry46_Shirley","RT @PeggyMercer: @tays_fan @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog @perry46_Shirley @realDonaldTrump It is eas…","0.00","0.00","NEGATIVE"
"dawn ives","britfrny","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Oh goody goody,show us your qualifications for this.","0.00","0.00","NEGATIVE"
"LALIT MOHAN RANA","SHISHODAWARRIOR","@ZeeNews @NITIAayog @arunjaitley @SCofInd @rajnathsingh @IndianArmed @PMOIndia  No more compromises for Jammu and K… https://t.co/7CRsdPgnob","-0.25","0.50","NEGATIVE"
"BJP Jaisalmer","BJP4Jaisalmer","RT @VasundharaBJP: From CMAC, Rajasthan to @NITIAayog, my best wishes to Dr. @rajivkumar1 on taking up this new responsibility as Vice Chai…","0.57","0.38","POSITIVE"
"PATRICIA MITCHELL","pradmore1031","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog INDIA ON IVANKA “We regard Ivanka Trump the wa… https://t.co/eGPBwb8IPl","0.00","0.00","NEGATIVE"
"Mandi","mndlewis1","@Suzyqube @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog That has to be a bot posting. He is… https://t.co/d86AZEETvM","0.00","0.00","NEGATIVE"
"Judith Schor","SchorJudith","RT @safeagain1: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Indian Diplomat calls out Ivanka on visit.  They don't…","0.00","0.00","NEGATIVE"
"abcul","abcunlimited1","RT @rupasubramanya: @NITIAayog Welcome suggestion by @bibekdebroy that OCIs be allowed to sit for public service exams to tap into diaspora…","0.40","0.48","POSITIVE"
"Margarita Gil","juristerramg","RT @Landesa_Global: Recommendations for securing and strengthening #landrights in Telangana, India: https://t.co/xDul2IUO4p @amicuspopuli @…","0.00","0.00","NEGATIVE"
"Shalmoli","shalmoliy","RT @Landesa_Global: Recommendations for securing and strengthening #landrights in Telangana, India: https://t.co/xDul2IUO4p @amicuspopuli @…","0.00","0.00","NEGATIVE"
"LadyLiberty","FrizzleFelicity","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Absolutely Ridiculous and disgusting consideri… https://t.co/8XXsL1WwDI","-0.67","1.00","NEGATIVE"
"tina schlemer","TinaSchlemer","RT @cmerry: @USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Who is your backup plan? The USA hopes this crime family w…","0.00","0.00","NEGATIVE"
"TravelStock","ndb_traveler","RT @rk_misra: At world's largest Cycle Plant in Ludhiana-It started hiring women 1 yr ago. Women productivity is 25% higher than men @NITIA…","0.25","0.50","POSITIVE"
"manoj.kollam","manoj_kollam","RT @ZMadon: So when shit hits the fan, ""western medicine"" saves the day. Where's your gaumutra &amp; your @NITIAayog woo now? https://t.co/JNs4…","-0.10","0.40","NEGATIVE"
"sbmont","sbmonty1","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Self promotion.  Rudiculous","0.00","0.00","NEGATIVE"
"Sameer","sameermanc","@PMOIndia @LabourMinistry Disturbing: Why is India's unemployed youth not looking for jobs? https://t.co/PRJeXUVNWT @NITIAayog @HRDMinistry","-0.50","0.80","NEGATIVE"
"Bigfivecat","Bigfivecat1","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Do you even have content to add to these meeti… https://t.co/2M0mxQGP4h","0.00","0.00","NEGATIVE"
"Audace KUBWIMANA","audakuc","RT @Landesa_Global: Recommendations for securing and strengthening #landrights in Telangana, India: https://t.co/xDul2IUO4p @amicuspopuli @…","0.00","0.00","NEGATIVE"
"INZBC","inzbc","RT @NITIAayog: NITI CEO @amitabhk87 interacts with Ministries, Industries, Academia to deliberate on the use of Artificial Intelligence for…","-0.60","1.00","NEGATIVE"
"HWA","hwavaranasi","Now in Varanasi,India,11GIs in Handicrafts are reg.Its highest in world in one geography @WIPO @NITIAayog… https://t.co/SDeZtUouaD","0.00","0.00","NEGATIVE"
"Vipul Tank","tank_vipul","RT @tGELF: Finding solutions for the 1 bil people of India, means finding solutions for the world @amitabhk87 @NITIAayog https://t.co/0noZb…","0.00","0.00","NEGATIVE"
"Landesa","Landesa_Global","Recommendations for securing and strengthening #landrights in Telangana, India: https://t.co/xDul2IUO4p @amicuspopuli @NITIAayog @ILDC2017","0.00","0.00","NEGATIVE"
"ApnaOffice","ApnaOffice","RT @ApnaOffice: @narendramodi @PMOIndia @arunjaitley @NITIAayog @rajnathsingh Sir, who will bear the day to day common men's loses?? https:…","-0.30","0.30","NEGATIVE"
"Corey DH","sharksandsheep","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog I'm looking forward to her talks: ""What does c… https://t.co/WvRDy2q4IQ","0.00","0.00","NEGATIVE"
"Corey DH","sharksandsheep","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Will Melania be leading the conference on Not… https://t.co/f332LGpZAN","0.00","0.00","NEGATIVE"
"Corey DH","sharksandsheep","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog ""How To Succeed In Business By Having a Rich F… https://t.co/vWwCscqsRd","0.38","0.75","POSITIVE"
"Corey DH","sharksandsheep","@USAndIndia @IvankaTrump @GES2017 @narendramodi @PMOIndia @NITIAayog Wow, I'm so glad American women will be repres… https://t.co/vGudzNf7B0","0.20","0.67","POSITIVE"
"Harshit Tripathi","socialrefarmer","@tGELF @amitabhk87 @NITIAayog A very true thing, India is home to diverse cultures and mindsets, ideas that flouris… https://t.co/tLqvGKFutO","0.45","0.85","POSITIVE"
"Plum Niyappa","nom_d_plum","RT @ZMadon: So when shit hits the fan, ""western medicine"" saves the day. Where's your gaumutra &amp; your @NITIAayog woo now? https://t.co/JNs4…","-0.10","0.40","NEGATIVE"
"Harshit Tripathi","socialrefarmer","RT @tGELF: Finding solutions for the 1 bil people of India, means finding solutions for the world @amitabhk87 @NITIAayog https://t.co/0noZb…","0.00","0.00","NEGATIVE"
"Arvind Kumar","arvindkumar3001","RT @pvssarma: Madam, congratulations to you too. Both the @NITIAayog heads have been from your administrative stable. You have an eye for t…","0.00","0.00","NEGATIVE"
